Constraint Name,Child Column,Parent Column,Delete Rule
PrimaryCostData_oth_1_id_fkey,PrimaryCostData.oth_1_id,OtherIndexesData.id,Restrict delete 
PrimaryCostData_primary_node_id_fkey,PrimaryCostData.primary_node_id,SupplyNodes.id,Restrict delete 
Scenarios_demand_case_fkey,Scenarios.demand_case,DemandCases.id,Restrict delete 
SupplyCasesData_supply_case_id_fkey,SupplyCasesData.supply_case_id,SupplyCases.id,Cascade on delete 
SupplyExportMeasurePackagesData_package_id_fkey,SupplyExportMeasurePackagesData.package_id,SupplyExportMeasurePackages.id,Cascade on delete 
SupplyExportMeasuresData_parent_id_fkey,SupplyExportMeasuresData.parent_id,SupplyExportMeasures.id,Cascade on delete 
SupplyPotential_supply_node_id_fkey,SupplyPotential.supply_node_id,SupplyNodes.id,Restrict delete 
SupplySalesMeasurePackagesData_package_id_fkey,SupplySalesMeasurePackagesData.package_id,SupplySalesMeasurePackages.id,Cascade on delete 
SupplySalesMeasuresData_parent_id_fkey,SupplySalesMeasuresData.parent_id,SupplySalesMeasures.id,Cascade on delete 
SupplySalesShareMeasurePackagesData_package_id_fkey,SupplySalesShareMeasurePackagesData.package_id,SupplySalesShareMeasurePackages.id,Cascade on delete 
SupplySalesShareMeasuresData_parent_id_fkey,SupplySalesShareMeasuresData.parent_id,SupplySalesShareMeasures.id,Cascade on delete 
SupplyStockMeasurePackagesData_measure_id_fkey,SupplyStockMeasurePackagesData.measure_id,SupplyStockMeasures.id,Cascade on delete 
SupplyStockMeasurePackagesData_package_id_fkey,SupplyStockMeasurePackagesData.package_id,SupplyStockMeasurePackages.id,Cascade on delete 
SupplyStockMeasuresData_parent_id_fkey,SupplyStockMeasuresData.parent_id,SupplyStockMeasures.id,Cascade on delete
