intersection_id,gau_id,id
9,5227,189
10,65,190
10,5,191
10,2108,192
10,123,193
10,86,194
10,5169,195
10,2005,196
10,110,197
10,64,198
10,69,199
10,79,200
10,3,201
10,77,202
10,133,203
10,1894,204
10,147,205
10,162,206
10,5199,207
10,5215,208
10,5219,209
10,5227,210
11,65,211
11,5,212
11,2109,213
11,123,214
11,86,215
11,5169,216
11,2005,217
11,110,218
11,64,219
11,69,220
11,79,221
11,3,222
11,77,223
11,132,224
11,1893,225
11,147,226
11,162,227
11,5199,228
11,5215,229
11,5219,230
11,5227,231
12,65,232
12,5,233
12,2110,234
12,123,235
12,85,236
12,5169,237
12,2004,238
12,110,239
12,64,240
12,69,241
12,79,242
12,3,243
12,77,244
12,132,245
12,1893,246
12,147,247
12,162,248
12,5199,249
12,5215,250
12,5219,251
12,5227,252
13,65,253
13,5,254
13,2110,255
13,123,256
13,86,257
13,5169,258
13,2005,259
13,110,260
13,64,261
13,69,262
13,79,263
13,3,264
13,77,265
13,132,266
13,1893,267
13,147,268
13,162,269
13,5199,270
13,5215,271
13,5219,272
13,5227,273
14,65,274
14,5,275
14,2111,276
14,123,277
14,86,278
14,5169,279
14,2005,280
14,110,281
14,64,282
14,69,283
14,79,284
14,3,285
14,77,286
14,132,287
14,1893,288
14,147,289
14,162,290
14,5199,291
14,5215,292
14,5219,293
14,5227,294
15,65,295
15,5,296
15,2112,297
15,123,298
15,86,299
15,5169,300
15,2005,301
15,110,302
15,64,303
15,69,304
15,79,305
15,3,306
15,77,307
15,132,308
15,1893,309
15,147,310
15,162,311
15,5199,312
15,5215,313
15,5219,314
15,5227,315
16,65,316
16,5,317
16,2113,318
16,123,319
16,86,320
16,5169,321
16,2005,322
16,110,323
16,64,324
16,69,325
16,79,326
16,3,327
16,77,328
16,132,329
16,1893,330
16,147,331
16,162,332
16,5199,333
16,5215,334
16,5219,335
16,5227,336
17,65,337
17,5,338
17,2114,339
17,123,340
17,85,341
17,5169,342
17,2004,343
17,110,344
17,64,345
17,69,346
17,79,347
17,3,348
17,77,349
17,132,350
17,1893,351
17,147,352
17,162,353
17,5199,354
17,5215,355
17,5219,356
17,5227,357
18,65,358
18,5,359
18,2115,360
18,123,361
18,86,362
18,5169,363
18,2005,364
18,110,365
18,64,366
18,69,367
18,79,368
18,3,369
18,77,370
18,133,371
18,1894,372
18,147,373
18,162,374
18,5199,375
18,5215,376
18,5219,377
18,5227,378
19,65,379
19,5,380
19,2116,381
19,123,382
19,86,383
19,5169,384
19,2005,385
19,110,386
19,64,387
19,69,388
19,79,389
19,3,390
19,77,391
19,133,392
19,1894,393
19,147,394
19,162,395
19,5199,396
19,5215,397
19,5219,398
19,5227,399
20,65,400
20,5,401
20,2117,402
20,123,403
20,86,404
20,5169,405
20,2005,406
20,110,407
20,64,408
20,69,409
20,79,410
20,3,411
20,77,412
20,133,413
20,1894,414
20,147,415
20,162,416
20,5199,417
20,5215,418
20,5219,419
20,5227,420
21,65,421
21,5,422
21,2118,423
21,123,424
21,86,425
21,5169,426
21,2005,427
21,110,428
21,64,429
21,69,430
21,79,431
21,3,432
21,77,433
21,133,434
21,1894,435
21,147,436
21,162,437
21,5199,438
21,5215,439
21,5219,440
21,5227,441
22,65,442
22,5,443
22,2119,444
22,123,445
22,86,446
22,5169,447
22,2005,448
22,110,449
22,64,450
22,69,451
22,79,452
22,3,453
22,77,454
22,133,455
22,1894,456
22,147,457
22,162,458
22,5199,459
22,5215,460
22,5219,461
22,5227,462
23,65,463
23,5,464
23,2120,465
23,123,466
23,86,467
23,5169,468
23,2005,469
23,110,470
23,64,471
23,69,472
23,79,473
23,3,474
23,77,475
23,132,476
23,1893,477
23,147,478
23,162,479
23,5199,480
23,5215,481
23,5219,482
23,5227,483
24,65,484
24,5,485
24,2121,486
24,123,487
24,86,488
24,5169,489
24,2005,490
24,110,491
24,64,492
24,69,493
24,79,494
24,3,495
24,77,496
24,133,497
24,1894,498
24,147,499
24,162,500
24,5199,501
24,5215,502
24,5219,503
24,5227,504
25,65,505
25,5,506
25,2122,507
25,123,508
25,85,509
25,5169,510
25,2004,511
25,110,512
25,64,513
25,69,514
25,79,515
25,3,516
25,77,517
25,133,518
25,1894,519
25,147,520
25,162,521
25,5199,522
25,5215,523
25,5219,524
25,5227,525
26,65,526
26,5,527
26,2123,528
26,123,529
26,86,530
26,5169,531
26,2005,532
26,110,533
26,64,534
26,69,535
26,79,536
26,3,537
26,77,538
26,133,539
26,1894,540
26,147,541
26,162,542
26,5199,543
26,5215,544
26,5219,545
26,5227,546
27,65,547
27,5,548
27,2124,549
27,123,550
27,86,551
27,5169,552
27,2005,553
27,110,554
27,64,555
27,69,556
27,79,557
27,3,558
27,77,559
27,133,560
27,1894,561
27,147,562
27,162,563
27,5199,564
27,5215,565
27,5219,566
27,5227,567
28,65,568
28,5,569
28,2125,570
28,123,571
28,86,572
28,5169,573
28,2005,574
28,110,575
28,64,576
28,69,577
28,79,578
28,3,579
28,77,580
28,133,581
28,1894,582
28,147,583
28,162,584
28,5199,585
28,5215,586
28,5219,587
28,5227,588
29,65,589
29,5,590
29,2126,591
29,123,592
29,86,593
29,5169,594
29,2005,595
29,110,596
29,64,597
29,69,598
29,79,599
29,3,600
29,77,601
29,132,602
29,1893,603
29,147,604
29,162,605
29,5199,606
29,5215,607
29,5219,608
29,5227,609
30,65,610
30,5,611
30,2127,612
30,123,613
30,85,614
30,5169,615
30,2004,616
30,110,617
30,64,618
30,69,619
30,79,620
30,3,621
30,77,622
30,133,623
30,1894,624
30,147,625
30,162,626
30,5199,627
30,5215,628
30,5219,629
30,5227,630
31,65,631
31,5,632
31,2127,633
31,123,634
31,86,635
31,5169,636
31,2005,637
31,110,638
31,64,639
31,69,640
31,79,641
31,3,642
31,77,643
31,133,644
31,1894,645
31,147,646
31,162,647
31,5199,648
31,5215,649
31,5219,650
31,5227,651
32,65,652
32,6,653
32,2128,654
32,124,655
32,87,656
32,5170,657
32,2006,658
32,111,659
32,63,660
32,69,661
32,79,662
32,3,663
32,75,664
32,134,665
32,1898,666
32,147,667
32,162,668
32,5199,669
32,5215,670
32,5219,671
32,5227,672
33,65,673
33,6,674
33,2128,675
33,124,676
33,88,677
33,5177,678
33,2006,679
33,112,680
33,63,681
33,69,682
33,79,683
33,3,684
33,75,685
33,134,686
33,1898,687
33,147,688
33,162,689
33,5199,690
33,5215,691
33,5219,692
33,5227,693
34,65,694
34,6,695
34,2128,696
34,128,697
34,88,698
34,5177,699
34,2006,700
34,112,701
34,63,702
34,69,703
34,79,704
34,3,705
34,75,706
34,134,707
34,1898,708
34,147,709
34,162,710
34,5199,711
34,5215,712
34,5219,713
34,5227,714
35,65,715
35,6,716
35,2129,717
35,124,718
35,87,719
35,5170,720
35,2006,721
35,111,722
35,63,723
35,69,724
35,79,725
35,3,726
35,75,727
35,135,728
35,1896,729
35,147,730
35,162,731
35,5199,732
35,5215,733
35,5219,734
35,5227,735
36,65,736
36,6,737
36,2130,738
36,124,739
36,87,740
36,5170,741
36,2006,742
36,111,743
36,63,744
36,69,745
36,79,746
36,3,747
36,75,748
36,134,749
36,1898,750
36,147,751
36,162,752
36,5199,753
36,5215,754
36,5219,755
36,5227,756
37,65,757
37,6,758
37,2130,759
37,124,760
37,88,761
37,5177,762
37,2006,763
37,112,764
37,63,765
37,69,766
37,79,767
37,3,768
37,75,769
37,134,770
37,1898,771
37,147,772
37,162,773
37,5199,774
37,5215,775
37,5219,776
37,5227,777
38,65,778
38,6,779
38,2130,780
38,128,781
38,88,782
38,5177,783
38,2006,784
38,112,785
38,63,786
38,69,787
38,79,788
38,3,789
38,75,790
38,134,791
38,1898,792
38,147,793
38,162,794
38,5199,795
38,5215,796
38,5219,797
38,5227,798
39,65,799
39,6,800
39,2131,801
39,124,802
39,87,803
39,5170,804
39,2006,805
39,111,806
39,63,807
39,69,808
39,79,809
39,3,810
39,75,811
39,136,812
39,1897,813
39,147,814
39,162,815
39,5199,816
39,5215,817
39,5219,818
39,5227,819
40,65,820
40,6,821
40,2132,822
40,124,823
40,87,824
40,5170,825
40,2006,826
40,111,827
40,63,828
40,69,829
40,79,830
40,3,831
40,75,832
40,135,833
40,1896,834
40,147,835
40,162,836
40,5199,837
40,5215,838
40,5219,839
40,5227,840
41,65,841
41,6,842
41,2133,843
41,124,844
41,87,845
41,5170,846
41,2006,847
41,111,848
41,63,849
41,69,850
41,79,851
41,3,852
41,75,853
41,135,854
41,1896,855
41,147,856
41,162,857
41,5199,858
41,5215,859
41,5219,860
41,5227,861
42,65,862
42,6,863
42,2134,864
42,124,865
42,87,866
42,5170,867
42,2006,868
42,111,869
42,63,870
42,69,871
42,79,872
42,3,873
42,75,874
42,137,875
42,1895,876
42,147,877
42,162,878
42,5199,879
42,5215,880
42,5219,881
42,5227,882
43,65,883
43,6,884
43,2134,885
43,124,886
43,90,887
43,5171,888
43,2006,889
43,111,890
43,63,891
43,69,892
43,79,893
43,3,894
43,75,895
43,137,896
43,1895,897
43,147,898
43,162,899
43,5199,900
43,5215,901
43,5219,902
43,5227,903
44,65,904
44,6,905
44,2134,906
44,129,907
44,87,908
44,5170,909
44,2006,910
44,111,911
44,63,912
44,69,913
44,79,914
44,3,915
44,75,916
44,137,917
44,1895,918
44,147,919
44,162,920
44,5199,921
44,5215,922
44,5219,923
44,5227,924
45,65,925
45,6,926
45,2134,927
45,129,928
45,90,929
45,5171,930
45,2006,931
45,111,932
45,63,933
45,69,934
45,79,935
45,3,936
45,75,937
45,137,938
45,1895,939
45,147,940
45,162,941
45,5199,942
45,5215,943
45,5219,944
45,5227,945
46,65,946
46,6,947
46,2135,948
46,124,949
46,87,950
46,5170,951
46,2006,952
46,111,953
46,63,954
46,69,955
46,79,956
46,3,957
46,75,958
46,137,959
46,1895,960
46,147,961
46,162,962
46,5199,963
46,5215,964
46,5219,965
46,5227,966
47,65,967
47,6,968
47,2135,969
47,124,970
47,89,971
47,5180,972
47,2006,973
47,113,974
47,63,975
47,69,976
47,79,977
47,3,978
47,75,979
47,137,980
47,1895,981
47,147,982
47,162,983
47,5199,984
47,5215,985
47,5219,986
47,5227,987
48,65,988
48,6,989
48,2136,990
48,124,991
48,87,992
48,5170,993
48,2006,994
48,111,995
48,63,996
48,69,997
48,79,998
48,3,999
48,75,1000
48,135,1001
48,1896,1002
48,147,1003
48,162,1004
48,5199,1005
48,5215,1006
48,5219,1007
48,5227,1008
49,65,1009
49,6,1010
49,2136,1011
49,124,1012
49,88,1013
49,5177,1014
49,2006,1015
49,112,1016
49,63,1017
49,69,1018
49,79,1019
49,3,1020
49,75,1021
49,135,1022
49,1896,1023
49,147,1024
49,162,1025
49,5199,1026
49,5215,1027
49,5219,1028
49,5227,1029
50,65,1030
50,6,1031
50,2136,1032
50,129,1033
50,87,1034
50,5170,1035
50,2006,1036
50,111,1037
50,63,1038
50,69,1039
50,79,1040
50,3,1041
50,75,1042
50,135,1043
50,1896,1044
50,147,1045
50,162,1046
50,5199,1047
50,5215,1048
50,5219,1049
50,5227,1050
51,65,1051
51,6,1052
51,2136,1053
51,129,1054
51,90,1055
51,5171,1056
51,2006,1057
51,111,1058
51,63,1059
51,69,1060
51,79,1061
51,3,1062
51,75,1063
51,135,1064
51,1896,1065
51,147,1066
51,162,1067
51,5199,1068
51,5215,1069
51,5219,1070
51,5227,1071
52,65,1072
52,6,1073
52,2136,1074
52,129,1075
52,88,1076
52,5177,1077
52,2006,1078
52,112,1079
52,63,1080
52,69,1081
52,79,1082
52,3,1083
52,75,1084
52,135,1085
52,1896,1086
52,147,1087
52,162,1088
52,5199,1089
52,5215,1090
52,5219,1091
52,5227,1092
53,65,1093
53,6,1094
53,2137,1095
53,124,1096
53,87,1097
53,5170,1098
53,2006,1099
53,111,1100
53,63,1101
53,69,1102
53,79,1103
53,3,1104
53,75,1105
53,134,1106
53,1898,1107
53,147,1108
53,162,1109
53,5199,1110
53,5215,1111
53,5219,1112
53,5227,1113
54,65,1114
54,6,1115
54,2137,1116
54,124,1117
54,88,1118
54,5177,1119
54,2006,1120
54,112,1121
54,63,1122
54,69,1123
54,79,1124
54,3,1125
54,75,1126
54,134,1127
54,1898,1128
54,147,1129
54,162,1130
54,5199,1131
54,5215,1132
54,5219,1133
54,5227,1134
55,65,1135
55,6,1136
55,2137,1137
55,128,1138
55,88,1139
55,5177,1140
55,2006,1141
55,112,1142
55,63,1143
55,69,1144
55,79,1145
55,3,1146
55,75,1147
55,134,1148
55,1898,1149
55,147,1150
55,162,1151
55,5199,1152
55,5215,1153
55,5219,1154
55,5227,1155
56,65,1156
56,6,1157
56,2138,1158
56,124,1159
56,87,1160
56,5170,1161
56,2006,1162
56,111,1163
56,63,1164
56,69,1165
56,79,1166
56,3,1167
56,75,1168
56,137,1169
56,1895,1170
56,147,1171
56,162,1172
56,5199,1173
56,5215,1174
56,5219,1175
56,5227,1176
57,65,1177
57,6,1178
57,2139,1179
57,124,1180
57,87,1181
57,5170,1182
57,2006,1183
57,111,1184
57,63,1185
57,69,1186
57,79,1187
57,3,1188
57,75,1189
57,137,1190
57,1895,1191
57,147,1192
57,162,1193
57,5199,1194
57,5215,1195
57,5219,1196
57,5227,1197
58,65,1198
58,6,1199
58,2140,1200
58,124,1201
58,87,1202
58,5170,1203
58,2006,1204
58,111,1205
58,63,1206
58,69,1207
58,79,1208
58,3,1209
58,75,1210
58,135,1211
58,1896,1212
58,147,1213
58,162,1214
58,5199,1215
58,5215,1216
58,5219,1217
58,5227,1218
59,65,1219
59,6,1220
59,2141,1221
59,124,1222
59,87,1223
59,5170,1224
59,2006,1225
59,111,1226
59,63,1227
59,69,1228
59,79,1229
59,3,1230
59,75,1231
59,136,1232
59,1897,1233
59,147,1234
59,162,1235
59,5199,1236
59,5215,1237
59,5219,1238
59,5227,1239
60,65,1240
60,6,1241
60,2142,1242
60,124,1243
60,87,1244
60,5170,1245
60,2006,1246
60,111,1247
60,63,1248
60,69,1249
60,79,1250
60,3,1251
60,75,1252
60,137,1253
60,1895,1254
60,147,1255
60,162,1256
60,5199,1257
60,5215,1258
60,5219,1259
60,5227,1260
61,65,1261
61,6,1262
61,2142,1263
61,129,1264
61,87,1265
61,5170,1266
61,2006,1267
61,111,1268
61,63,1269
61,69,1270
61,79,1271
61,3,1272
61,75,1273
61,137,1274
61,1895,1275
61,147,1276
61,162,1277
61,5199,1278
61,5215,1279
61,5219,1280
61,5227,1281
62,65,1282
62,7,1283
62,2146,1284
62,125,1285
62,91,1286
62,5181,1287
62,2026,1288
62,113,1289
62,62,1290
62,68,1291
62,78,1292
62,1,1293
62,73,1294
62,138,1295
62,1900,1296
62,147,1297
62,162,1298
62,5199,1299
62,5215,1300
62,5219,1301
62,5227,1302
63,65,1303
63,7,1304
63,2150,1305
63,125,1306
63,91,1307
63,5181,1308
63,2026,1309
63,113,1310
63,62,1311
63,68,1312
63,78,1313
63,1,1314
63,73,1315
63,138,1316
63,1900,1317
63,147,1318
63,162,1319
63,5199,1320
63,5215,1321
63,5219,1322
63,5227,1323
64,65,1324
64,7,1325
64,2158,1326
64,125,1327
64,91,1328
64,5181,1329
64,2026,1330
64,113,1331
64,62,1332
64,68,1333
64,78,1334
64,1,1335
64,73,1336
64,130,1337
64,1899,1338
64,147,1339
64,162,1340
64,5199,1341
64,5215,1342
64,5219,1343
64,5227,1344
65,65,1345
65,7,1346
65,2159,1347
65,125,1348
65,91,1349
65,5181,1350
65,2026,1351
65,113,1352
65,62,1353
65,68,1354
65,78,1355
65,1,1356
65,73,1357
65,130,1358
65,1899,1359
65,147,1360
65,162,1361
65,5199,1362
65,5215,1363
65,5219,1364
65,5227,1365
66,65,1366
66,7,1367
66,2166,1368
66,125,1369
66,91,1370
66,5181,1371
66,2026,1372
66,113,1373
66,62,1374
66,68,1375
66,78,1376
66,1,1377
66,73,1378
66,130,1379
66,1899,1380
66,147,1381
66,162,1382
66,5199,1383
66,5215,1384
66,5219,1385
66,5227,1386
67,65,1387
67,7,1388
67,2171,1389
67,125,1390
67,91,1391
67,5181,1392
67,2026,1393
67,113,1394
67,62,1395
67,68,1396
67,78,1397
67,1,1398
67,73,1399
67,130,1400
67,1899,1401
67,147,1402
67,162,1403
67,5199,1404
67,5215,1405
67,5219,1406
67,5227,1407
68,65,1408
68,7,1409
68,2173,1410
68,125,1411
68,91,1412
68,5181,1413
68,2026,1414
68,113,1415
68,62,1416
68,68,1417
68,78,1418
68,1,1419
68,73,1420
68,130,1421
68,1899,1422
68,147,1423
68,162,1424
68,5199,1425
68,5215,1426
68,5219,1427
68,5227,1428
69,65,1429
69,7,1430
69,2183,1431
69,125,1432
69,91,1433
69,5181,1434
69,2026,1435
69,113,1436
69,62,1437
69,68,1438
69,78,1439
69,1,1440
69,73,1441
69,130,1442
69,1899,1443
69,147,1444
69,162,1445
69,5199,1446
69,5215,1447
69,5219,1448
69,5227,1449
70,65,1450
70,7,1451
70,2184,1452
70,125,1453
70,91,1454
70,5181,1455
70,2026,1456
70,113,1457
70,62,1458
70,68,1459
70,78,1460
70,1,1461
70,73,1462
70,130,1463
70,1899,1464
70,147,1465
70,162,1466
70,5199,1467
70,5215,1468
70,5219,1469
70,5227,1470
71,65,1471
71,7,1472
71,2186,1473
71,125,1474
71,91,1475
71,5181,1476
71,2026,1477
71,113,1478
71,62,1479
71,68,1480
71,78,1481
71,1,1482
71,73,1483
71,138,1484
71,1900,1485
71,147,1486
71,162,1487
71,5199,1488
71,5215,1489
71,5219,1490
71,5227,1491
72,65,1492
72,7,1493
72,2188,1494
72,125,1495
72,91,1496
72,5181,1497
72,2026,1498
72,113,1499
72,62,1500
72,68,1501
72,78,1502
72,1,1503
72,73,1504
72,130,1505
72,1899,1506
72,147,1507
72,162,1508
72,5199,1509
72,5215,1510
72,5219,1511
72,5227,1512
73,65,1513
73,7,1514
73,2192,1515
73,125,1516
73,91,1517
73,5181,1518
73,2026,1519
73,113,1520
73,62,1521
73,68,1522
73,78,1523
73,1,1524
73,73,1525
73,130,1526
73,1899,1527
73,147,1528
73,162,1529
73,5199,1530
73,5215,1531
73,5219,1532
73,5227,1533
74,65,1534
74,7,1535
74,2199,1536
74,125,1537
74,91,1538
74,5181,1539
74,2026,1540
74,113,1541
74,62,1542
74,68,1543
74,78,1544
74,1,1545
74,73,1546
74,130,1547
74,1899,1548
74,147,1549
74,162,1550
74,5199,1551
74,5215,1552
74,5219,1553
74,5227,1554
75,65,1555
75,7,1556
75,2205,1557
75,125,1558
75,91,1559
75,5181,1560
75,2026,1561
75,113,1562
75,62,1563
75,68,1564
75,78,1565
75,1,1566
75,73,1567
75,130,1568
75,1899,1569
75,147,1570
75,162,1571
75,5199,1572
75,5215,1573
75,5219,1574
75,5227,1575
76,65,1576
76,7,1577
76,2207,1578
76,125,1579
76,91,1580
76,5181,1581
76,2026,1582
76,113,1583
76,62,1584
76,68,1585
76,78,1586
76,1,1587
76,73,1588
76,130,1589
76,1899,1590
76,147,1591
76,162,1592
76,5199,1593
76,5215,1594
76,5219,1595
76,5227,1596
77,65,1597
77,7,1598
77,2208,1599
77,125,1600
77,91,1601
77,5181,1602
77,2026,1603
77,113,1604
77,62,1605
77,68,1606
77,78,1607
77,1,1608
77,73,1609
77,130,1610
77,1899,1611
77,147,1612
77,162,1613
77,5199,1614
77,5215,1615
77,5219,1616
77,5227,1617
78,65,1618
78,7,1619
78,2214,1620
78,125,1621
78,91,1622
78,5181,1623
78,2026,1624
78,113,1625
78,62,1626
78,68,1627
78,78,1628
78,1,1629
78,73,1630
78,138,1631
78,1900,1632
78,147,1633
78,162,1634
78,5199,1635
78,5215,1636
78,5219,1637
78,5227,1638
79,65,1639
79,8,1640
79,2218,1641
79,129,1642
79,90,1643
79,5171,1644
79,2008,1645
79,111,1646
79,64,1647
79,69,1648
79,79,1649
79,3,1650
79,76,1651
79,139,1652
79,1903,1653
79,165,1654
79,162,1655
79,5194,1656
79,5203,1657
79,5216,1658
79,5221,1659
80,65,1660
80,8,1661
80,2218,1662
80,129,1663
80,90,1664
80,5171,1665
80,2008,1666
80,111,1667
80,64,1668
80,69,1669
80,79,1670
80,3,1671
80,76,1672
80,139,1673
80,1903,1674
80,165,1675
80,162,1676
80,5194,1677
80,5204,1678
80,5216,1679
80,5221,1680
81,65,1681
81,8,1682
81,2218,1683
81,129,1684
81,90,1685
81,5171,1686
81,2008,1687
81,111,1688
81,64,1689
81,69,1690
81,79,1691
81,3,1692
81,76,1693
81,139,1694
81,1903,1695
81,165,1696
81,162,1697
81,5185,1698
81,5203,1699
81,5216,1700
81,5221,1701
82,65,1702
82,8,1703
82,2218,1704
82,129,1705
82,90,1706
82,5171,1707
82,2008,1708
82,111,1709
82,64,1710
82,69,1711
82,79,1712
82,3,1713
82,76,1714
82,139,1715
82,1903,1716
82,165,1717
82,162,1718
82,5185,1719
82,5204,1720
82,5216,1721
82,5221,1722
83,65,1723
83,8,1724
83,2218,1725
83,129,1726
83,90,1727
83,5171,1728
83,2008,1729
83,111,1730
83,64,1731
83,69,1732
83,79,1733
83,3,1734
83,76,1735
83,139,1736
83,1903,1737
83,165,1738
83,162,1739
83,5185,1740
83,5204,1741
83,5228,1742
83,5221,1743
84,65,1744
84,8,1745
84,2218,1746
84,129,1747
84,90,1748
84,5171,1749
84,2008,1750
84,111,1751
84,64,1752
84,69,1753
84,79,1754
84,3,1755
84,76,1756
84,139,1757
84,1903,1758
84,5229,1759
84,162,1760
84,5185,1761
84,5204,1762
84,5216,1763
84,5221,1764
85,65,1765
85,8,1766
85,2218,1767
85,129,1768
85,90,1769
85,5171,1770
85,2008,1771
85,111,1772
85,64,1773
85,69,1774
85,79,1775
85,3,1776
85,76,1777
85,139,1778
85,1903,1779
85,5229,1780
85,162,1781
85,5185,1782
85,5204,1783
85,5228,1784
85,5221,1785
86,65,1786
86,8,1787
86,2219,1788
86,129,1789
86,90,1790
86,5171,1791
86,2008,1792
86,111,1793
86,64,1794
86,69,1795
86,79,1796
86,3,1797
86,76,1798
86,140,1799
86,1907,1800
86,165,1801
86,162,1802
86,5198,1803
86,5200,1804
86,5216,1805
86,5220,1806
87,65,1807
87,8,1808
87,2219,1809
87,129,1810
87,90,1811
87,5171,1812
87,2008,1813
87,111,1814
87,64,1815
87,69,1816
87,79,1817
87,3,1818
87,76,1819
87,140,1820
87,1907,1821
87,165,1822
87,162,1823
87,5198,1824
87,5200,1825
87,5228,1826
87,5220,1827
88,65,1828
88,8,1829
88,2219,1830
88,129,1831
88,90,1832
88,5171,1833
88,2008,1834
88,111,1835
88,64,1836
88,69,1837
88,79,1838
88,3,1839
88,76,1840
88,140,1841
88,1907,1842
88,165,1843
88,162,1844
88,5198,1845
88,5213,1846
88,5216,1847
88,5220,1848
89,65,1849
89,8,1850
89,2219,1851
89,129,1852
89,90,1853
89,5171,1854
89,2008,1855
89,111,1856
89,64,1857
89,69,1858
89,79,1859
89,3,1860
89,76,1861
89,140,1862
89,1907,1863
89,5229,1864
89,162,1865
89,5198,1866
89,5200,1867
89,5228,1868
89,5220,1869
90,65,1870
90,8,1871
90,2219,1872
90,129,1873
90,90,1874
90,5171,1875
90,2008,1876
90,111,1877
90,64,1878
90,69,1879
90,79,1880
90,3,1881
90,76,1882
90,140,1883
90,1907,1884
90,5229,1885
90,162,1886
90,5198,1887
90,5213,1888
90,5228,1889
90,5220,1890
91,65,1891
91,8,1892
91,2220,1893
91,129,1894
91,90,1895
91,5171,1896
91,2008,1897
91,111,1898
91,64,1899
91,69,1900
91,79,1901
91,3,1902
91,76,1903
91,136,1904
91,1904,1905
91,165,1906
91,162,1907
91,5194,1908
91,5200,1909
91,5216,1910
91,5220,1911
92,65,1912
92,8,1913
92,2220,1914
92,129,1915
92,90,1916
92,5171,1917
92,2008,1918
92,111,1919
92,64,1920
92,69,1921
92,79,1922
92,3,1923
92,76,1924
92,136,1925
92,1904,1926
92,165,1927
92,162,1928
92,5194,1929
92,5201,1930
92,5216,1931
92,5220,1932
93,65,1933
93,8,1934
93,2220,1935
93,129,1936
93,90,1937
93,5171,1938
93,2008,1939
93,111,1940
93,64,1941
93,69,1942
93,79,1943
93,3,1944
93,76,1945
93,136,1946
93,1904,1947
93,165,1948
93,162,1949
93,5198,1950
93,5200,1951
93,5216,1952
93,5220,1953
94,65,1954
94,8,1955
94,2220,1956
94,129,1957
94,90,1958
94,5171,1959
94,2008,1960
94,111,1961
94,64,1962
94,69,1963
94,79,1964
94,3,1965
94,76,1966
94,136,1967
94,1904,1968
94,165,1969
94,162,1970
94,5198,1971
94,5201,1972
94,5216,1973
94,5220,1974
95,65,1975
95,8,1976
95,2220,1977
95,129,1978
95,90,1979
95,5171,1980
95,2008,1981
95,111,1982
95,64,1983
95,69,1984
95,79,1985
95,3,1986
95,76,1987
95,136,1988
95,1904,1989
95,169,1990
95,162,1991
95,5194,1992
95,5201,1993
95,5216,1994
95,5220,1995
96,65,1996
96,8,1997
96,2221,1998
96,129,1999
96,90,2000
96,5171,2001
96,2008,2002
96,111,2003
96,64,2004
96,69,2005
96,79,2006
96,3,2007
96,76,2008
96,135,2009
96,1902,2010
96,165,2011
96,162,2012
96,5193,2013
96,5202,2014
96,5216,2015
96,5220,2016
97,65,2017
97,8,2018
97,2221,2019
97,129,2020
97,90,2021
97,5171,2022
97,2008,2023
97,111,2024
97,64,2025
97,69,2026
97,79,2027
97,3,2028
