timepoint,technology,region,power,charging,state_of_charge,goal_state_of_charge_start,goal_state_of_charge_end
377,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
377,"(1, 33, 0, 66)",1,0,0,0,,
377,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
377,"(1, 33, 0, 47)",1,0,0,0,,
377,"(2, 33, 0, 47)",2,0,0,0,,
377,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
377,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
377,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
377,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
377,"(91, 62L, 2L, 64L, 1983L)",2,93982.5,,,,
377,"(91, 62L, 3L, 64L, 1983L)",3,276011,,,,
378,"(3, 33, 0, 46)",3,0,11376.9,218246,20371.8,8994.9
378,"(3, 33, 0, 47)",3,0,4663.36,4043.64,,
378,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
378,"(1, 33, 0, 66)",1,0,0,0,,
378,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
378,"(1, 33, 0, 47)",1,0,0,0,,
378,"(2, 33, 0, 47)",2,0,0,0,,
378,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
378,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
378,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
378,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
378,"(91, 62L, 2L, 64L, 1983L)",2,105813,,,,
378,"(91, 62L, 3L, 64L, 1983L)",3,251678,,,,
379,"(3, 33, 0, 46)",3,0,11376.9,228111,20371.8,8994.9
379,"(3, 33, 0, 47)",3,0,4663.36,8087.29,,
379,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
379,"(1, 33, 0, 66)",1,0,0,0,,
379,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
379,"(1, 33, 0, 47)",1,0,0,0,,
379,"(2, 33, 0, 47)",2,0,0,0,,
379,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
379,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
379,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
379,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
379,"(91, 62L, 2L, 64L, 1983L)",2,125241,,,,
379,"(91, 62L, 3L, 64L, 1983L)",3,262753,,,,
380,"(3, 33, 0, 46)",3,11376.9,0,237976,20371.8,8994.9
380,"(3, 33, 0, 47)",3,4663.36,0,12130.9,,
380,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
380,"(1, 33, 0, 66)",1,0,0,0,,
380,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
380,"(1, 33, 0, 47)",1,0,0,0,,
380,"(2, 33, 0, 47)",2,0,0,0,,
380,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
380,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
380,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
380,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
380,"(91, 62L, 2L, 64L, 1983L)",2,118948,,,,
380,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
381,"(3, 33, 0, 46)",3,11376.9,0,224855,20371.8,8994.9
381,"(3, 33, 0, 47)",3,4663.36,0,6752.88,,
381,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
381,"(1, 33, 0, 66)",1,0,0,0,,
381,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
381,"(1, 33, 0, 47)",1,0,0,0,,
381,"(2, 33, 0, 47)",2,0,0,0,,
381,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
381,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
381,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
381,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
381,"(91, 62L, 2L, 64L, 1983L)",2,112653,,,,
381,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
382,"(3, 33, 0, 46)",3,11376.9,0,211735,20371.8,8994.9
382,"(3, 33, 0, 47)",3,1192.14,0,1374.84,,
382,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
382,"(1, 33, 0, 66)",1,0,0,0,,
382,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
382,"(1, 33, 0, 47)",1,0,0,0,,
382,"(2, 33, 0, 47)",2,0,0,0,,
382,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
382,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
382,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
382,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
382,"(91, 62L, 2L, 64L, 1983L)",2,100170,,,,
382,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
383,"(3, 33, 0, 46)",3,11376.9,0,198614,20371.8,8994.9
383,"(3, 33, 0, 47)",3,0,0,0,,
383,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
383,"(1, 33, 0, 66)",1,0,0,0,,
383,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
383,"(1, 33, 0, 47)",1,0,0,0,,
383,"(2, 33, 0, 47)",2,0,0,0,,
383,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
383,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
383,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
383,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
383,"(91, 62L, 2L, 64L, 1983L)",2,87009.3,,,,
383,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
384,"(3, 33, 0, 46)",3,0,11376.9,185494,20371.8,8994.9
384,"(3, 33, 0, 47)",3,0,0,0,,
384,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
384,"(1, 33, 0, 66)",1,0,0,0,,
384,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
384,"(1, 33, 0, 47)",1,0,0,0,,
384,"(2, 33, 0, 47)",2,0,0,0,,
384,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
384,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
384,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
384,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
384,"(91, 62L, 2L, 64L, 1983L)",2,69087,,,,
384,"(91, 62L, 3L, 64L, 1983L)",3,272257,,,,
385,"(3, 33, 0, 46)",3,0,11376.9,195359,20371.8,8994.9
385,"(3, 33, 0, 47)",3,0,0,0,,
385,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
385,"(1, 33, 0, 66)",1,0,0,0,,
385,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
385,"(1, 33, 0, 47)",1,0,0,0,,
385,"(2, 33, 0, 47)",2,0,0,0,,
385,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
385,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
385,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
385,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
385,"(91, 62L, 2L, 64L, 1983L)",2,69270.7,,,,
385,"(91, 62L, 3L, 64L, 1983L)",3,228883,,,,
386,"(3, 33, 0, 46)",3,0,11376.9,205224,20371.8,8994.9
386,"(3, 33, 0, 47)",3,0,0,0,,
386,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
386,"(1, 33, 0, 66)",1,0,0,0,,
386,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
386,"(1, 33, 0, 47)",1,0,0,0,,
386,"(2, 33, 0, 47)",2,0,0,0,,
386,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
386,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
386,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
386,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
386,"(91, 62L, 2L, 64L, 1983L)",2,55788.8,,,,
386,"(91, 62L, 3L, 64L, 1983L)",3,197105,,,,
387,"(3, 33, 0, 46)",3,0,11376.9,215089,20371.8,8994.9
387,"(3, 33, 0, 47)",3,0,0,0,,
387,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
387,"(1, 33, 0, 66)",1,0,0,0,,
387,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
387,"(1, 33, 0, 47)",1,0,0,0,,
387,"(2, 33, 0, 47)",2,0,0,0,,
387,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
387,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
387,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
387,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
387,"(91, 62L, 2L, 64L, 1983L)",2,52415.8,,,,
387,"(91, 62L, 3L, 64L, 1983L)",3,195600,,,,
388,"(3, 33, 0, 46)",3,0,11376.9,224954,20371.8,8994.9
388,"(3, 33, 0, 47)",3,0,0,0,,
388,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
388,"(1, 33, 0, 66)",1,0,0,0,,
388,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
388,"(1, 33, 0, 47)",1,0,0,0,,
388,"(2, 33, 0, 47)",2,0,0,0,,
388,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
388,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
388,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
388,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
388,"(91, 62L, 2L, 64L, 1983L)",2,47937.6,,,,
388,"(91, 62L, 3L, 64L, 1983L)",3,169192,,,,
389,"(3, 33, 0, 46)",3,0,11376.9,234819,20371.8,8994.9
389,"(3, 33, 0, 47)",3,0,2858.75,0,,
389,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
389,"(1, 33, 0, 66)",1,0,0,0,,
389,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
389,"(1, 33, 0, 47)",1,0,0,0,,
389,"(2, 33, 0, 47)",2,0,0,0,,
389,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
389,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
389,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
389,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
389,"(91, 62L, 2L, 64L, 1983L)",2,49919.1,,,,
389,"(91, 62L, 3L, 64L, 1983L)",3,165239,,,,
390,"(3, 33, 0, 46)",3,0,11376.9,244684,20371.8,8994.9
390,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
390,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
390,"(1, 33, 0, 66)",1,0,0,0,,
390,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
390,"(1, 33, 0, 47)",1,0,0,0,,
390,"(2, 33, 0, 47)",2,0,0,0,,
390,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
390,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
390,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
390,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
390,"(91, 62L, 2L, 64L, 1983L)",2,60441.8,,,,
390,"(91, 62L, 3L, 64L, 1983L)",3,160454,,,,
391,"(3, 33, 0, 46)",3,0,11376.9,254549,20371.8,8994.9
391,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
391,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
391,"(1, 33, 0, 66)",1,0,0,0,,
391,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
391,"(1, 33, 0, 47)",1,0,0,0,,
391,"(2, 33, 0, 47)",2,0,0,0,,
391,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
391,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
391,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
391,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
391,"(91, 62L, 2L, 64L, 1983L)",2,76512.4,,,,
391,"(91, 62L, 3L, 64L, 1983L)",3,170285,,,,
392,"(3, 33, 0, 46)",3,0,11376.9,264414,20371.8,8994.9
392,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
392,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
392,"(1, 33, 0, 66)",1,0,0,0,,
392,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
392,"(1, 33, 0, 47)",1,0,0,0,,
392,"(2, 33, 0, 47)",2,0,0,0,,
392,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
392,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
392,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
392,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
392,"(91, 62L, 2L, 64L, 1983L)",2,109139,,,,
392,"(91, 62L, 3L, 64L, 1983L)",3,198496,,,,
393,"(3, 33, 0, 46)",3,0,11376.9,274279,20371.8,8994.9
393,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
393,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
393,"(1, 33, 0, 66)",1,0,0,0,,
393,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
393,"(1, 33, 0, 47)",1,0,0,0,,
393,"(2, 33, 0, 47)",2,0,0,0,,
393,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
393,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
393,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
393,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
393,"(91, 62L, 2L, 64L, 1983L)",2,131515,,,,
393,"(91, 62L, 3L, 64L, 1983L)",3,245282,,,,
394,"(3, 33, 0, 46)",3,11376.9,0,284144,20371.8,8994.9
394,"(3, 33, 0, 47)",3,4663.36,0,18653.4,,
394,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
394,"(1, 33, 0, 66)",1,0,0,0,,
394,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
394,"(1, 33, 0, 47)",1,0,0,0,,
394,"(2, 33, 0, 47)",2,0,0,0,,
394,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
394,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
394,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
394,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
394,"(91, 62L, 2L, 64L, 1983L)",2,128905,,,,
394,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
395,"(3, 33, 0, 46)",3,11376.9,0,271024,20371.8,8994.9
395,"(3, 33, 0, 47)",3,4663.36,0,13275.4,,
395,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
395,"(1, 33, 0, 66)",1,0,0,0,,
395,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
395,"(1, 33, 0, 47)",1,0,0,0,,
395,"(2, 33, 0, 47)",2,0,0,0,,
395,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
395,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
395,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
395,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
395,"(91, 62L, 2L, 64L, 1983L)",2,111753,,,,
395,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
396,"(3, 33, 0, 46)",3,11376.9,0,257903,20371.8,8994.9
396,"(3, 33, 0, 47)",3,4663.36,0,7897.34,,
396,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
396,"(1, 33, 0, 66)",1,0,0,0,,
396,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
396,"(1, 33, 0, 47)",1,0,0,0,,
396,"(2, 33, 0, 47)",2,0,0,0,,
396,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
396,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
396,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
396,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
396,"(91, 62L, 2L, 64L, 1983L)",2,117791,,,,
396,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
397,"(3, 33, 0, 46)",3,11376.9,0,244783,20371.8,8994.9
397,"(3, 33, 0, 47)",3,2184.5,0,2519.29,,
397,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
397,"(1, 33, 0, 66)",1,0,0,0,,
397,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
397,"(1, 33, 0, 47)",1,0,0,0,,
397,"(2, 33, 0, 47)",2,0,0,0,,
397,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
397,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
397,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
397,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
397,"(91, 62L, 2L, 64L, 1983L)",2,121273,,,,
397,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
398,"(3, 33, 0, 46)",3,11376.9,0,231662,20371.8,8994.9
398,"(3, 33, 0, 47)",3,0,0,0,,
398,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
398,"(1, 33, 0, 66)",1,0,0,0,,
398,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
398,"(1, 33, 0, 47)",1,0,0,0,,
398,"(2, 33, 0, 47)",2,0,0,0,,
398,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
398,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
398,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
398,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
398,"(91, 62L, 2L, 64L, 1983L)",2,115945,,,,
398,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
399,"(3, 33, 0, 46)",3,11376.9,0,218542,20371.8,8994.9
399,"(3, 33, 0, 47)",3,0,0,0,,
399,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
399,"(1, 33, 0, 66)",1,0,0,0,,
399,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
399,"(1, 33, 0, 47)",1,0,0,0,,
399,"(2, 33, 0, 47)",2,0,0,0,,
399,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
399,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
399,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
399,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
399,"(91, 62L, 2L, 64L, 1983L)",2,102087,,,,
399,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
400,"(3, 33, 0, 46)",3,11376.9,0,205421,20371.8,8994.9
400,"(3, 33, 0, 47)",3,0,0,0,,
400,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
400,"(1, 33, 0, 66)",1,0,0,0,,
400,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
400,"(1, 33, 0, 47)",1,0,0,0,,
400,"(2, 33, 0, 47)",2,0,0,0,,
400,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
400,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
400,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
400,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
400,"(91, 62L, 2L, 64L, 1983L)",2,97056.2,,,,
400,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
401,"(3, 33, 0, 46)",3,0,8571.96,192301,20371.8,8994.9
401,"(3, 33, 0, 47)",3,0,4663.36,0,,
401,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
401,"(1, 33, 0, 66)",1,0,0,0,,
401,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
401,"(1, 33, 0, 47)",1,0,0,0,,
401,"(2, 33, 0, 47)",2,0,0,0,,
401,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
401,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
401,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
401,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
401,"(91, 62L, 2L, 64L, 1983L)",2,93494.2,,,,
401,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
402,"(3, 33, 0, 46)",3,0,11376.9,199734,20371.8,8994.9
402,"(3, 33, 0, 47)",3,0,4663.36,4043.64,,
402,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
402,"(1, 33, 0, 66)",1,0,0,0,,
402,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
402,"(1, 33, 0, 47)",1,0,0,0,,
402,"(2, 33, 0, 47)",2,0,0,0,,
402,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
402,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
402,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
402,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
402,"(91, 62L, 2L, 64L, 1983L)",2,101481,,,,
402,"(91, 62L, 3L, 64L, 1983L)",3,269915,,,,
403,"(3, 33, 0, 46)",3,0,11376.9,209599,20371.8,8994.9
403,"(3, 33, 0, 47)",3,0,4663.36,8087.29,,
403,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
403,"(1, 33, 0, 66)",1,0,0,0,,
403,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
403,"(1, 33, 0, 47)",1,0,0,0,,
403,"(2, 33, 0, 47)",2,0,0,0,,
403,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
403,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
403,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
403,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
403,"(91, 62L, 2L, 64L, 1983L)",2,118062,,,,
403,"(91, 62L, 3L, 64L, 1983L)",3,272459,,,,
404,"(3, 33, 0, 46)",3,11376.9,0,219464,20371.8,8994.9
404,"(3, 33, 0, 47)",3,4663.36,0,12130.9,,
404,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
404,"(1, 33, 0, 66)",1,0,0,0,,
404,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
404,"(1, 33, 0, 47)",1,0,0,0,,
404,"(2, 33, 0, 47)",2,0,0,0,,
404,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
404,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
404,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
404,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
404,"(91, 62L, 2L, 64L, 1983L)",2,121947,,,,
404,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
405,"(3, 33, 0, 46)",3,11376.9,0,206343,20371.8,8994.9
405,"(3, 33, 0, 47)",3,4663.36,0,6752.88,,
405,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
405,"(1, 33, 0, 66)",1,0,0,0,,
405,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
405,"(1, 33, 0, 47)",1,0,0,0,,
405,"(2, 33, 0, 47)",2,0,0,0,,
405,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
405,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
405,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
405,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
405,"(91, 62L, 2L, 64L, 1983L)",2,106170,,,,
405,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
406,"(3, 33, 0, 46)",3,11376.9,0,193223,20371.8,8994.9
406,"(3, 33, 0, 47)",3,1192.14,0,1374.84,,
406,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
406,"(1, 33, 0, 66)",1,0,0,0,,
406,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
406,"(1, 33, 0, 47)",1,0,0,0,,
406,"(2, 33, 0, 47)",2,0,0,0,,
406,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
406,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
406,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
406,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
406,"(91, 62L, 2L, 64L, 1983L)",2,93205.3,,,,
406,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
407,"(3, 33, 0, 46)",3,11376.9,0,180102,20371.8,8994.9
407,"(3, 33, 0, 47)",3,0,0,0,,
407,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
407,"(1, 33, 0, 66)",1,0,0,0,,
407,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
407,"(1, 33, 0, 47)",1,0,0,0,,
407,"(2, 33, 0, 47)",2,0,0,0,,
407,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
407,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
407,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
407,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
407,"(91, 62L, 2L, 64L, 1983L)",2,77324.9,,,,
407,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
408,"(3, 33, 0, 46)",3,0,11376.9,166982,20371.8,8994.9
408,"(3, 33, 0, 47)",3,0,0,0,,
408,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
408,"(1, 33, 0, 66)",1,0,0,0,,
408,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
408,"(1, 33, 0, 47)",1,0,0,0,,
408,"(2, 33, 0, 47)",2,0,0,0,,
408,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
408,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
408,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
408,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
408,"(91, 62L, 2L, 64L, 1983L)",2,58379.6,,,,
408,"(91, 62L, 3L, 64L, 1983L)",3,273139,,,,
409,"(3, 33, 0, 46)",3,0,11376.9,176847,20371.8,8994.9
409,"(3, 33, 0, 47)",3,0,0,0,,
409,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
409,"(1, 33, 0, 66)",1,0,0,0,,
409,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
409,"(1, 33, 0, 47)",1,0,0,0,,
409,"(2, 33, 0, 47)",2,0,0,0,,
409,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
409,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
409,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
