timepoint,technology,region,power,charging,state_of_charge,goal_state_of_charge_start,goal_state_of_charge_end
409,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
409,"(91, 62L, 2L, 64L, 1983L)",2,53528,,,,
409,"(91, 62L, 3L, 64L, 1983L)",3,229674,,,,
410,"(3, 33, 0, 46)",3,0,11376.9,186712,20371.8,8994.9
410,"(3, 33, 0, 47)",3,0,0,0,,
410,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
410,"(1, 33, 0, 66)",1,0,0,0,,
410,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
410,"(1, 33, 0, 47)",1,0,0,0,,
410,"(2, 33, 0, 47)",2,0,0,0,,
410,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
410,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
410,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
410,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
410,"(91, 62L, 2L, 64L, 1983L)",2,43397.5,,,,
410,"(91, 62L, 3L, 64L, 1983L)",3,193650,,,,
411,"(3, 33, 0, 46)",3,0,11376.9,196577,20371.8,8994.9
411,"(3, 33, 0, 47)",3,0,0,0,,
411,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
411,"(1, 33, 0, 66)",1,0,0,0,,
411,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
411,"(1, 33, 0, 47)",1,0,0,0,,
411,"(2, 33, 0, 47)",2,0,0,0,,
411,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
411,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
411,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
411,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
411,"(91, 62L, 2L, 64L, 1983L)",2,39722.3,,,,
411,"(91, 62L, 3L, 64L, 1983L)",3,184541,,,,
412,"(3, 33, 0, 46)",3,0,11376.9,206442,20371.8,8994.9
412,"(3, 33, 0, 47)",3,0,0,0,,
412,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
412,"(1, 33, 0, 66)",1,0,0,0,,
412,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
412,"(1, 33, 0, 47)",1,0,0,0,,
412,"(2, 33, 0, 47)",2,0,0,0,,
412,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
412,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
412,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
412,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
412,"(91, 62L, 2L, 64L, 1983L)",2,35736.1,,,,
412,"(91, 62L, 3L, 64L, 1983L)",3,165696,,,,
413,"(3, 33, 0, 46)",3,0,11376.9,216307,20371.8,8994.9
413,"(3, 33, 0, 47)",3,0,2858.75,0,,
413,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
413,"(1, 33, 0, 66)",1,0,0,0,,
413,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
413,"(1, 33, 0, 47)",1,0,0,0,,
413,"(2, 33, 0, 47)",2,0,0,0,,
413,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
413,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
413,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
413,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
413,"(91, 62L, 2L, 64L, 1983L)",2,37937.9,,,,
413,"(91, 62L, 3L, 64L, 1983L)",3,160982,,,,
414,"(3, 33, 0, 46)",3,0,11376.9,226172,20371.8,8994.9
414,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
414,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
414,"(1, 33, 0, 66)",1,0,0,0,,
414,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
414,"(1, 33, 0, 47)",1,0,0,0,,
414,"(2, 33, 0, 47)",2,0,0,0,,
414,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
414,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
414,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
414,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
414,"(91, 62L, 2L, 64L, 1983L)",2,49667.9,,,,
414,"(91, 62L, 3L, 64L, 1983L)",3,155594,,,,
415,"(3, 33, 0, 46)",3,0,11376.9,236037,20371.8,8994.9
415,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
415,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
415,"(1, 33, 0, 66)",1,0,0,0,,
415,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
415,"(1, 33, 0, 47)",1,0,0,0,,
415,"(2, 33, 0, 47)",2,0,0,0,,
415,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
415,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
415,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
415,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
415,"(91, 62L, 2L, 64L, 1983L)",2,66782.6,,,,
415,"(91, 62L, 3L, 64L, 1983L)",3,164620,,,,
416,"(3, 33, 0, 46)",3,0,11376.9,245902,20371.8,8994.9
416,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
416,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
416,"(1, 33, 0, 66)",1,0,0,0,,
416,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
416,"(1, 33, 0, 47)",1,0,0,0,,
416,"(2, 33, 0, 47)",2,0,0,0,,
416,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
416,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
416,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
416,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
416,"(91, 62L, 2L, 64L, 1983L)",2,101010,,,,
416,"(91, 62L, 3L, 64L, 1983L)",3,192166,,,,
417,"(3, 33, 0, 46)",3,0,11376.9,255767,20371.8,8994.9
417,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
417,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
417,"(1, 33, 0, 66)",1,0,0,0,,
417,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
417,"(1, 33, 0, 47)",1,0,0,0,,
417,"(2, 33, 0, 47)",2,0,0,0,,
417,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
417,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
417,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
417,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
417,"(91, 62L, 2L, 64L, 1983L)",2,124761,,,,
417,"(91, 62L, 3L, 64L, 1983L)",3,237654,,,,
418,"(3, 33, 0, 46)",3,11376.9,0,265632,20371.8,8994.9
418,"(3, 33, 0, 47)",3,4663.36,0,18653.4,,
418,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
418,"(1, 33, 0, 66)",1,0,0,0,,
418,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
418,"(1, 33, 0, 47)",1,0,0,0,,
418,"(2, 33, 0, 47)",2,0,0,0,,
418,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
418,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
418,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
418,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
418,"(91, 62L, 2L, 64L, 1983L)",2,122474,,,,
418,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
419,"(3, 33, 0, 46)",3,11376.9,0,252512,20371.8,8994.9
419,"(3, 33, 0, 47)",3,4663.36,0,13275.4,,
419,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
419,"(1, 33, 0, 66)",1,0,0,0,,
419,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
419,"(1, 33, 0, 47)",1,0,0,0,,
419,"(2, 33, 0, 47)",2,0,0,0,,
419,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
419,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
419,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
419,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
419,"(91, 62L, 2L, 64L, 1983L)",2,104912,,,,
419,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
420,"(3, 33, 0, 46)",3,11376.9,0,239391,20371.8,8994.9
420,"(3, 33, 0, 47)",3,4663.36,0,7897.34,,
420,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
420,"(1, 33, 0, 66)",1,0,0,0,,
420,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
420,"(1, 33, 0, 47)",1,0,0,0,,
420,"(2, 33, 0, 47)",2,0,0,0,,
420,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
420,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
420,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
420,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
420,"(91, 62L, 2L, 64L, 1983L)",2,111141,,,,
420,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
421,"(3, 33, 0, 46)",3,11376.9,0,226271,20371.8,8994.9
421,"(3, 33, 0, 47)",3,2184.5,0,2519.29,,
421,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
421,"(1, 33, 0, 66)",1,0,0,0,,
421,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
421,"(1, 33, 0, 47)",1,0,0,0,,
421,"(2, 33, 0, 47)",2,0,0,0,,
421,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
421,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
421,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
421,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
421,"(91, 62L, 2L, 64L, 1983L)",2,115421,,,,
421,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
422,"(3, 33, 0, 46)",3,11376.9,0,213150,20371.8,8994.9
422,"(3, 33, 0, 47)",3,0,0,0,,
422,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
422,"(1, 33, 0, 66)",1,0,0,0,,
422,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
422,"(1, 33, 0, 47)",1,0,0,0,,
422,"(2, 33, 0, 47)",2,0,0,0,,
422,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
422,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
422,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
422,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
422,"(91, 62L, 2L, 64L, 1983L)",2,111024,,,,
422,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
423,"(3, 33, 0, 46)",3,11376.9,0,200030,20371.8,8994.9
423,"(3, 33, 0, 47)",3,0,0,0,,
423,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
423,"(1, 33, 0, 66)",1,0,0,0,,
423,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
423,"(1, 33, 0, 47)",1,0,0,0,,
423,"(2, 33, 0, 47)",2,0,0,0,,
423,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
423,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
423,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
423,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
423,"(91, 62L, 2L, 64L, 1983L)",2,97487.8,,,,
423,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
424,"(3, 33, 0, 46)",3,11376.9,0,186909,20371.8,8994.9
424,"(3, 33, 0, 47)",3,0,0,0,,
424,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
424,"(1, 33, 0, 66)",1,0,0,0,,
424,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
424,"(1, 33, 0, 47)",1,0,0,0,,
424,"(2, 33, 0, 47)",2,0,0,0,,
424,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
424,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
424,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
424,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
424,"(91, 62L, 2L, 64L, 1983L)",2,94259.5,,,,
424,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
425,"(3, 33, 0, 46)",3,0,7836.4,173789,20371.8,8994.9
425,"(3, 33, 0, 47)",3,0,4663.36,0,,
425,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
425,"(1, 33, 0, 66)",1,0,0,0,,
425,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
425,"(1, 33, 0, 47)",1,0,0,0,,
425,"(2, 33, 0, 47)",2,0,0,0,,
425,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
425,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
425,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
425,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
425,"(91, 62L, 2L, 64L, 1983L)",2,92287.3,,,,
425,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
426,"(3, 33, 0, 46)",3,0,11376.9,180584,20371.8,8994.9
426,"(3, 33, 0, 47)",3,0,4663.36,4043.64,,
426,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
426,"(1, 33, 0, 66)",1,0,0,0,,
426,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
426,"(1, 33, 0, 47)",1,0,0,0,,
426,"(2, 33, 0, 47)",2,0,0,0,,
426,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
426,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
426,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
426,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
426,"(91, 62L, 2L, 64L, 1983L)",2,101377,,,,
426,"(91, 62L, 3L, 64L, 1983L)",3,271473,,,,
427,"(3, 33, 0, 46)",3,0,11376.9,190449,20371.8,8994.9
427,"(3, 33, 0, 47)",3,0,4663.36,8087.29,,
427,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
427,"(1, 33, 0, 66)",1,0,0,0,,
427,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
427,"(1, 33, 0, 47)",1,0,0,0,,
427,"(2, 33, 0, 47)",2,0,0,0,,
427,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
427,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
427,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
427,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
427,"(91, 62L, 2L, 64L, 1983L)",2,118386,,,,
427,"(91, 62L, 3L, 64L, 1983L)",3,274325,,,,
428,"(3, 33, 0, 46)",3,11376.9,0,200314,20371.8,8994.9
428,"(3, 33, 0, 47)",3,4663.36,0,12130.9,,
428,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
428,"(1, 33, 0, 66)",1,0,0,0,,
428,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
428,"(1, 33, 0, 47)",1,0,0,0,,
428,"(2, 33, 0, 47)",2,0,0,0,,
428,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
428,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
428,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
428,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
428,"(91, 62L, 2L, 64L, 1983L)",2,123455,,,,
428,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
429,"(3, 33, 0, 46)",3,11376.9,0,187193,20371.8,8994.9
429,"(3, 33, 0, 47)",3,4663.36,0,6752.88,,
429,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
429,"(1, 33, 0, 66)",1,0,0,0,,
429,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
429,"(1, 33, 0, 47)",1,0,0,0,,
429,"(2, 33, 0, 47)",2,0,0,0,,
429,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
429,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
429,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
429,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
429,"(91, 62L, 2L, 64L, 1983L)",2,108593,,,,
429,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
430,"(3, 33, 0, 46)",3,11376.9,0,174073,20371.8,8994.9
430,"(3, 33, 0, 47)",3,1192.14,0,1374.84,,
430,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
430,"(1, 33, 0, 66)",1,0,0,0,,
430,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
430,"(1, 33, 0, 47)",1,0,0,0,,
430,"(2, 33, 0, 47)",2,0,0,0,,
430,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
430,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
430,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
430,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
430,"(91, 62L, 2L, 64L, 1983L)",2,96388.1,,,,
430,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
431,"(3, 33, 0, 46)",3,11376.9,0,160952,20371.8,8994.9
431,"(3, 33, 0, 47)",3,0,0,0,,
431,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
431,"(1, 33, 0, 66)",1,0,0,0,,
431,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
431,"(1, 33, 0, 47)",1,0,0,0,,
431,"(2, 33, 0, 47)",2,0,0,0,,
431,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
431,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
431,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
431,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
431,"(91, 62L, 2L, 64L, 1983L)",2,81761.7,,,,
431,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
432,"(3, 33, 0, 46)",3,0,11376.9,147832,20371.8,8994.9
432,"(3, 33, 0, 47)",3,0,0,0,,
432,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
432,"(1, 33, 0, 66)",1,0,0,0,,
432,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
432,"(1, 33, 0, 47)",1,0,0,0,,
432,"(2, 33, 0, 47)",2,0,0,0,,
432,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
432,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
432,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
432,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
432,"(91, 62L, 2L, 64L, 1983L)",2,62759.5,,,,
432,"(91, 62L, 3L, 64L, 1983L)",3,269865,,,,
433,"(3, 33, 0, 46)",3,0,11376.9,157697,20371.8,8994.9
433,"(3, 33, 0, 47)",3,0,0,0,,
433,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
433,"(1, 33, 0, 66)",1,0,0,0,,
433,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
433,"(1, 33, 0, 47)",1,0,0,0,,
433,"(2, 33, 0, 47)",2,0,0,0,,
433,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
433,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
433,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
433,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
433,"(91, 62L, 2L, 64L, 1983L)",2,56147.8,,,,
433,"(91, 62L, 3L, 64L, 1983L)",3,225691,,,,
434,"(3, 33, 0, 46)",3,0,11376.9,167562,20371.8,8994.9
434,"(3, 33, 0, 47)",3,0,0,0,,
434,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
434,"(1, 33, 0, 66)",1,0,0,0,,
434,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
434,"(1, 33, 0, 47)",1,0,0,0,,
434,"(2, 33, 0, 47)",2,0,0,0,,
434,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
434,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
434,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
434,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
434,"(91, 62L, 2L, 64L, 1983L)",2,46715.4,,,,
434,"(91, 62L, 3L, 64L, 1983L)",3,190052,,,,
435,"(3, 33, 0, 46)",3,0,11376.9,177427,20371.8,8994.9
435,"(3, 33, 0, 47)",3,0,0,0,,
435,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
435,"(1, 33, 0, 66)",1,0,0,0,,
435,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
435,"(1, 33, 0, 47)",1,0,0,0,,
435,"(2, 33, 0, 47)",2,0,0,0,,
435,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
435,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
435,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
435,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
435,"(91, 62L, 2L, 64L, 1983L)",2,43020.6,,,,
435,"(91, 62L, 3L, 64L, 1983L)",3,181472,,,,
436,"(3, 33, 0, 46)",3,0,11376.9,187292,20371.8,8994.9
436,"(3, 33, 0, 47)",3,0,0,0,,
436,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
436,"(1, 33, 0, 66)",1,0,0,0,,
436,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
436,"(1, 33, 0, 47)",1,0,0,0,,
436,"(2, 33, 0, 47)",2,0,0,0,,
436,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
436,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
436,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
436,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
436,"(91, 62L, 2L, 64L, 1983L)",2,38041.4,,,,
436,"(91, 62L, 3L, 64L, 1983L)",3,161433,,,,
437,"(3, 33, 0, 46)",3,0,11376.9,197157,20371.8,8994.9
437,"(3, 33, 0, 47)",3,0,2858.75,0,,
437,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
437,"(1, 33, 0, 66)",1,0,0,0,,
437,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
437,"(1, 33, 0, 47)",1,0,0,0,,
437,"(2, 33, 0, 47)",2,0,0,0,,
437,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
437,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
437,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
437,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
437,"(91, 62L, 2L, 64L, 1983L)",2,39284,,,,
437,"(91, 62L, 3L, 64L, 1983L)",3,155638,,,,
438,"(3, 33, 0, 46)",3,0,11376.9,207022,20371.8,8994.9
438,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
438,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
438,"(1, 33, 0, 66)",1,0,0,0,,
438,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
438,"(1, 33, 0, 47)",1,0,0,0,,
438,"(2, 33, 0, 47)",2,0,0,0,,
438,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
438,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
438,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
438,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
438,"(91, 62L, 2L, 64L, 1983L)",2,49320.1,,,,
438,"(91, 62L, 3L, 64L, 1983L)",3,151001,,,,
439,"(3, 33, 0, 46)",3,0,11376.9,216887,20371.8,8994.9
439,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
439,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
439,"(1, 33, 0, 66)",1,0,0,0,,
439,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
439,"(1, 33, 0, 47)",1,0,0,0,,
439,"(2, 33, 0, 47)",2,0,0,0,,
439,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
439,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
439,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
439,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
439,"(91, 62L, 2L, 64L, 1983L)",2,64956.3,,,,
439,"(91, 62L, 3L, 64L, 1983L)",3,160075,,,,
440,"(3, 33, 0, 46)",3,0,11376.9,226752,20371.8,8994.9
440,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
440,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
440,"(1, 33, 0, 66)",1,0,0,0,,
440,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
440,"(1, 33, 0, 47)",1,0,0,0,,
440,"(2, 33, 0, 47)",2,0,0,0,,
440,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
440,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
440,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
440,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
440,"(91, 62L, 2L, 64L, 1983L)",2,98014.1,,,,
440,"(91, 62L, 3L, 64L, 1983L)",3,188441,,,,
441,"(3, 33, 0, 46)",3,0,11376.9,236617,20371.8,8994.9
441,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
441,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
441,"(1, 33, 0, 66)",1,0,0,0,,
441,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
441,"(1, 33, 0, 47)",1,0,0,0,,
441,"(2, 33, 0, 47)",2,0,0,0,,
441,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
441,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
441,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
441,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
441,"(91, 62L, 2L, 64L, 1983L)",2,119736,,,,
441,"(91, 62L, 3L, 64L, 1983L)",3,236256,,,,
442,"(3, 33, 0, 46)",3,11376.9,0,246482,20371.8,8994.9
442,"(3, 33, 0, 47)",3,4663.36,0,18653.4,,
442,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
442,"(1, 33, 0, 66)",1,0,0,0,,
