parent,gau,demand_sector,resource_bin,year,value,id,sensitivity
Electricity Transmission Costs,NWPP,,,2029,15.963,2751,
Electricity Transmission Costs,NWPP,,,2030,16.046,2752,
Electricity Transmission Costs,NWPP,,,2031,16.174,2753,
Electricity Transmission Costs,NWPP,,,2032,16.314,2754,
Electricity Transmission Costs,NWPP,,,2033,16.498,2755,
Electricity Transmission Costs,NWPP,,,2034,16.646,2756,
Electricity Transmission Costs,NWPP,,,2035,16.814,2757,
Electricity Transmission Costs,NWPP,,,2036,16.977,2758,
Electricity Transmission Costs,NWPP,,,2037,17.138,2759,
Electricity Transmission Costs,NWPP,,,2038,17.288,2760,
Electricity Transmission Costs,NWPP,,,2039,17.42,2761,
Electricity Transmission Costs,NWPP,,,2040,17.556,2762,
Electricity Transmission Costs,NWPP,,,2041,17.716,2763,
Electricity Transmission Costs,NWPP,,,2042,17.827,2764,
Electricity Transmission Costs,NWPP,,,2043,17.872,2765,
Electricity Transmission Costs,NWPP,,,2044,17.92,2766,
Electricity Transmission Costs,NWPP,,,2045,17.963,2767,
Electricity Transmission Costs,NWPP,,,2046,18.002,2768,
Electricity Transmission Costs,NWPP,,,2047,18.042,2769,
Electricity Transmission Costs,NWPP,,,2048,18.118,2770,
Electricity Transmission Costs,NWPP,,,2049,18.217,2771,
Electricity Transmission Costs,NWPP,,,2050,18.298,2772,
Electricity Transmission Costs,RMPA,,,2015,9.822,2773,
Electricity Transmission Costs,RMPA,,,2016,9.855,2774,
Electricity Transmission Costs,RMPA,,,2017,10.118,2775,
Electricity Transmission Costs,RMPA,,,2018,10.252,2776,
Electricity Transmission Costs,RMPA,,,2019,10.421,2777,
Electricity Transmission Costs,RMPA,,,2020,10.798,2778,
Electricity Transmission Costs,RMPA,,,2021,11.136,2779,
Electricity Transmission Costs,RMPA,,,2022,11.367,2780,
Electricity Transmission Costs,RMPA,,,2023,11.441,2781,
Electricity Transmission Costs,RMPA,,,2024,11.399,2782,
Electricity Transmission Costs,RMPA,,,2025,11.39,2783,
Electricity Transmission Costs,RMPA,,,2026,11.377,2784,
Electricity Transmission Costs,RMPA,,,2027,11.359,2785,
Electricity Transmission Costs,RMPA,,,2028,11.353,2786,
Electricity Transmission Costs,RMPA,,,2029,11.343,2787,
Electricity Transmission Costs,RMPA,,,2030,11.321,2788,
Electricity Transmission Costs,RMPA,,,2031,11.4,2789,
Electricity Transmission Costs,RMPA,,,2032,11.48,2790,
Electricity Transmission Costs,RMPA,,,2033,11.56,2791,
Electricity Transmission Costs,RMPA,,,2034,11.635,2792,
Electricity Transmission Costs,RMPA,,,2035,11.703,2793,
Electricity Transmission Costs,RMPA,,,2036,11.736,2794,
Electricity Transmission Costs,RMPA,,,2037,11.764,2795,
Electricity Transmission Costs,RMPA,,,2038,11.833,2796,
Electricity Transmission Costs,RMPA,,,2039,11.912,2797,
Electricity Transmission Costs,RMPA,,,2040,11.964,2798,
Electricity Transmission Costs,RMPA,,,2041,12.001,2799,
Electricity Transmission Costs,RMPA,,,2042,12.006,2800,
Electricity Transmission Costs,RMPA,,,2043,11.978,2801,
Electricity Transmission Costs,RMPA,,,2044,11.945,2802,
Electricity Transmission Costs,RMPA,,,2045,11.922,2803,
Electricity Transmission Costs,RMPA,,,2046,11.901,2804,
Electricity Transmission Costs,RMPA,,,2047,11.887,2805,
Electricity Transmission Costs,RMPA,,,2048,11.898,2806,
Electricity Transmission Costs,RMPA,,,2049,11.935,2807,
Electricity Transmission Costs,RMPA,,,2050,11.956,2808,
Electricity Transmission Costs,CAMX,,,2015,19.192,2809,
Electricity Transmission Costs,CAMX,,,2016,19.358,2810,
Electricity Transmission Costs,CAMX,,,2017,19.731,2811,
Electricity Transmission Costs,CAMX,,,2018,19.671,2812,
Electricity Transmission Costs,CAMX,,,2019,19.685,2813,
Electricity Transmission Costs,CAMX,,,2020,19.626,2814,
Electricity Transmission Costs,CAMX,,,2021,19.609,2815,
Electricity Transmission Costs,CAMX,,,2022,19.639,2816,
Electricity Transmission Costs,CAMX,,,2023,19.777,2817,
Electricity Transmission Costs,CAMX,,,2024,19.881,2818,
Electricity Transmission Costs,CAMX,,,2025,19.733,2819,
Electricity Transmission Costs,CAMX,,,2026,19.577,2820,
Electricity Transmission Costs,CAMX,,,2027,19.445,2821,
Electricity Transmission Costs,CAMX,,,2028,19.32,2822,
Electricity Transmission Costs,CAMX,,,2029,19.12,2823,
Electricity Transmission Costs,CAMX,,,2030,18.917,2824,
Electricity Transmission Costs,CAMX,,,2031,18.782,2825,
Electricity Transmission Costs,CAMX,,,2032,18.687,2826,
Electricity Transmission Costs,CAMX,,,2033,18.617,2827,
Electricity Transmission Costs,CAMX,,,2034,18.604,2828,
Electricity Transmission Costs,CAMX,,,2035,18.618,2829,
Electricity Transmission Costs,CAMX,,,2036,18.644,2830,
Electricity Transmission Costs,CAMX,,,2037,18.659,2831,
Electricity Transmission Costs,CAMX,,,2038,18.692,2832,
Electricity Transmission Costs,CAMX,,,2039,18.717,2833,
Electricity Transmission Costs,CAMX,,,2040,18.77,2834,
Electricity Transmission Costs,CAMX,,,2041,18.886,2835,
Electricity Transmission Costs,CAMX,,,2042,18.925,2836,
Electricity Transmission Costs,CAMX,,,2043,18.831,2837,
Electricity Transmission Costs,CAMX,,,2044,18.73,2838,
Electricity Transmission Costs,CAMX,,,2045,18.672,2839,
Electricity Transmission Costs,CAMX,,,2046,18.638,2840,
Electricity Transmission Costs,CAMX,,,2047,18.623,2841,
Electricity Transmission Costs,CAMX,,,2048,18.708,2842,
Electricity Transmission Costs,CAMX,,,2049,18.776,2843,
Electricity Transmission Costs,CAMX,,,2050,18.833,2844,
Electricity Transmission Costs,SPSO,,,2015,8.165,2845,
Electricity Transmission Costs,SPSO,,,2016,8.644,2846,
Electricity Transmission Costs,SPSO,,,2017,8.936,2847,
Electricity Transmission Costs,SPSO,,,2018,9.242,2848,
Electricity Transmission Costs,SPSO,,,2019,9.524,2849,
Electricity Transmission Costs,SPSO,,,2020,9.942,2850,
Electricity Transmission Costs,SPSO,,,2021,10.26,2851,
Electricity Transmission Costs,SPSO,,,2022,10.448,2852,
Electricity Transmission Costs,SPSO,,,2023,10.56,2853,
Electricity Transmission Costs,SPSO,,,2024,10.651,2854,
Electricity Transmission Costs,SPSO,,,2025,10.732,2855,
Electricity Transmission Costs,SPSO,,,2026,10.808,2856,
Electricity Transmission Costs,SPSO,,,2027,10.892,2857,
Electricity Transmission Costs,SPSO,,,2028,10.99,2858,
Electricity Transmission Costs,SPSO,,,2029,11.071,2859,
Electricity Transmission Costs,SPSO,,,2030,11.177,2860,
Electricity Transmission Costs,SPSO,,,2031,11.288,2861,
Electricity Transmission Costs,SPSO,,,2032,11.369,2862,
Electricity Transmission Costs,SPSO,,,2033,11.455,2863,
Electricity Transmission Costs,SPSO,,,2034,11.529,2864,
Electricity Transmission Costs,SPSO,,,2035,11.635,2865,
Electricity Transmission Costs,SPSO,,,2036,11.742,2866,
Electricity Transmission Costs,SPSO,,,2037,11.856,2867,
Electricity Transmission Costs,SPSO,,,2038,11.976,2868,
Electricity Transmission Costs,SPSO,,,2039,12.08,2869,
Electricity Transmission Costs,SPSO,,,2040,12.186,2870,
Electricity Transmission Costs,SPSO,,,2041,12.31,2871,
Electricity Transmission Costs,SPSO,,,2042,12.372,2872,
Electricity Transmission Costs,SPSO,,,2043,12.407,2873,
Electricity Transmission Costs,SPSO,,,2044,12.441,2874,
Electricity Transmission Costs,SPSO,,,2045,12.473,2875,
Electricity Transmission Costs,SPSO,,,2046,12.477,2876,
Electricity Transmission Costs,SPSO,,,2047,12.482,2877,
Electricity Transmission Costs,SPSO,,,2048,12.525,2878,
Electricity Transmission Costs,SPSO,,,2049,12.585,2879,
Electricity Transmission Costs,SPSO,,,2050,12.615,2880,
Electricity Transmission Costs,SRMV,,,2015,7.706,2881,
Electricity Transmission Costs,SRMV,,,2016,7.964,2882,
Electricity Transmission Costs,SRMV,,,2017,8.211,2883,
Electricity Transmission Costs,SRMV,,,2018,8.576,2884,
Electricity Transmission Costs,SRMV,,,2019,8.864,2885,
Electricity Transmission Costs,SRMV,,,2020,9.215,2886,
Electricity Transmission Costs,SRMV,,,2021,9.473,2887,
Electricity Transmission Costs,SRMV,,,2022,9.667,2888,
Electricity Transmission Costs,SRMV,,,2023,9.845,2889,
Electricity Transmission Costs,SRMV,,,2024,10.035,2890,
Electricity Transmission Costs,SRMV,,,2025,10.293,2891,
Electricity Transmission Costs,SRMV,,,2026,10.6,2892,
Electricity Transmission Costs,SRMV,,,2027,10.865,2893,
Electricity Transmission Costs,SRMV,,,2028,11.097,2894,
Electricity Transmission Costs,SRMV,,,2029,11.283,2895,
Electricity Transmission Costs,SRMV,,,2030,11.425,2896,
Electricity Transmission Costs,SRMV,,,2031,11.613,2897,
Electricity Transmission Costs,SRMV,,,2032,11.811,2898,
Electricity Transmission Costs,SRMV,,,2033,11.974,2899,
Electricity Transmission Costs,SRMV,,,2034,12.093,2900,
Electricity Transmission Costs,SRMV,,,2035,12.247,2901,
Electricity Transmission Costs,SRMV,,,2036,12.431,2902,
Electricity Transmission Costs,SRMV,,,2037,12.617,2903,
Electricity Transmission Costs,SRMV,,,2038,12.793,2904,
Electricity Transmission Costs,SRMV,,,2039,12.961,2905,
Electricity Transmission Costs,SRMV,,,2040,13.105,2906,
Electricity Transmission Costs,SRMV,,,2041,13.232,2907,
Electricity Transmission Costs,SRMV,,,2042,13.302,2908,
Electricity Transmission Costs,SRMV,,,2043,13.356,2909,
Electricity Transmission Costs,SRMV,,,2044,13.445,2910,
Electricity Transmission Costs,SRMV,,,2045,13.556,2911,
Electricity Transmission Costs,SRMV,,,2046,13.673,2912,
Electricity Transmission Costs,SRMV,,,2047,13.776,2913,
Electricity Transmission Costs,SRMV,,,2048,13.889,2914,
Electricity Transmission Costs,SRMV,,,2049,13.995,2915,
Electricity Transmission Costs,SRMV,,,2050,14.046,2916,
Electricity Transmission Costs,NEWE,,,2015,26.128,2917,
Electricity Transmission Costs,NEWE,,,2016,26.794,2918,
Electricity Transmission Costs,NEWE,,,2017,26.818,2919,
Electricity Transmission Costs,NEWE,,,2018,27.32,2920,
Electricity Transmission Costs,NEWE,,,2019,27.444,2921,
Electricity Transmission Costs,NEWE,,,2020,27.851,2922,
Electricity Transmission Costs,NEWE,,,2021,28.356,2923,
Electricity Transmission Costs,NEWE,,,2022,28.875,2924,
Electricity Transmission Costs,NEWE,,,2023,29.19,2925,
Electricity Transmission Costs,NEWE,,,2024,29.418,2926,
Electricity Transmission Costs,NEWE,,,2025,29.591,2927,
Electricity Transmission Costs,NEWE,,,2026,29.748,2928,
Electricity Transmission Costs,NEWE,,,2027,29.905,2929,
Electricity Transmission Costs,NEWE,,,2028,30.061,2930,
Electricity Transmission Costs,NEWE,,,2029,30.146,2931,
Electricity Transmission Costs,NEWE,,,2030,30.227,2932,
Electricity Transmission Costs,NEWE,,,2031,30.352,2933,
Electricity Transmission Costs,NEWE,,,2032,30.509,2934,
Electricity Transmission Costs,NEWE,,,2033,30.659,2935,
Electricity Transmission Costs,NEWE,,,2034,30.867,2936,
Electricity Transmission Costs,NEWE,,,2035,31.12,2937,
Electricity Transmission Costs,NEWE,,,2036,31.398,2938,
Electricity Transmission Costs,NEWE,,,2037,31.701,2939,
Electricity Transmission Costs,NEWE,,,2038,32.073,2940,
Electricity Transmission Costs,NEWE,,,2039,32.433,2941,
Electricity Transmission Costs,NEWE,,,2040,32.722,2942,
Electricity Transmission Costs,NEWE,,,2041,33.11,2943,
Electricity Transmission Costs,NEWE,,,2042,33.406,2944,
Electricity Transmission Costs,NEWE,,,2043,33.554,2945,
Electricity Transmission Costs,NEWE,,,2044,33.72,2946,
Electricity Transmission Costs,NEWE,,,2045,33.88,2947,
Electricity Transmission Costs,NEWE,,,2046,34.027,2948,
Electricity Transmission Costs,NEWE,,,2047,34.171,2949,
Electricity Transmission Costs,NEWE,,,2048,34.316,2950,
Electricity Transmission Costs,NEWE,,,2049,34.507,2951,
Electricity Transmission Costs,NEWE,,,2050,34.691,2952,
Electricity Transmission Costs,NYCW,,,2015,32.351,2953,
Electricity Transmission Costs,NYCW,,,2016,33.017,2954,
Electricity Transmission Costs,NYCW,,,2017,33.154,2955,
Electricity Transmission Costs,NYCW,,,2018,33.816,2956,
Electricity Transmission Costs,NYCW,,,2019,34.426,2957,
Electricity Transmission Costs,NYCW,,,2020,34.846,2958,
Electricity Transmission Costs,NYCW,,,2021,34.968,2959,
Electricity Transmission Costs,NYCW,,,2022,35.224,2960,
Electricity Transmission Costs,NYCW,,,2023,35.431,2961,
Electricity Transmission Costs,NYCW,,,2024,35.618,2962,
Electricity Transmission Costs,NYCW,,,2025,35.801,2963,
Electricity Transmission Costs,NYCW,,,2026,35.964,2964,
Electricity Transmission Costs,NYCW,,,2027,36.128,2965,
Electricity Transmission Costs,NYCW,,,2028,36.257,2966,
Electricity Transmission Costs,NYCW,,,2029,36.362,2967,
Electricity Transmission Costs,NYCW,,,2030,36.5,2968,
Electricity Transmission Costs,NYCW,,,2031,36.642,2969,
Electricity Transmission Costs,NYCW,,,2032,36.788,2970,
Electricity Transmission Costs,NYCW,,,2033,36.972,2971,
Electricity Transmission Costs,NYCW,,,2034,37.168,2972,
Electricity Transmission Costs,NYCW,,,2035,37.39,2973,
Electricity Transmission Costs,NYCW,,,2036,37.634,2974,
Electricity Transmission Costs,NYCW,,,2037,37.8,2975,
Electricity Transmission Costs,NYCW,,,2038,37.949,2976,
Electricity Transmission Costs,NYCW,,,2039,38.097,2977,
Electricity Transmission Costs,NYCW,,,2040,38.271,2978,
Electricity Transmission Costs,NYCW,,,2041,38.413,2979,
Electricity Transmission Costs,NYCW,,,2042,38.239,2980,
Electricity Transmission Costs,NYCW,,,2043,38.121,2981,
Electricity Transmission Costs,NYCW,,,2044,38.087,2982,
Electricity Transmission Costs,NYCW,,,2045,38.11,2983,
Electricity Transmission Costs,NYCW,,,2046,38.087,2984,
Electricity Transmission Costs,NYCW,,,2047,38.06,2985,
Electricity Transmission Costs,NYCW,,,2048,38.055,2986,
Electricity Transmission Costs,NYCW,,,2049,38.094,2987,
Electricity Transmission Costs,NYCW,,,2050,38.159,2988,
Electricity Transmission Costs,RFCE,,,2015,11.161,2989,
Electricity Transmission Costs,RFCE,,,2016,11.144,2990,
Electricity Transmission Costs,RFCE,,,2017,11.509,2991,
Electricity Transmission Costs,RFCE,,,2018,12.081,2992,
Electricity Transmission Costs,RFCE,,,2019,12.262,2993,
Electricity Transmission Costs,RFCE,,,2020,12.564,2994,
Electricity Transmission Costs,RFCE,,,2021,12.733,2995,
Electricity Transmission Costs,RFCE,,,2022,12.836,2996,
Electricity Transmission Costs,RFCE,,,2023,12.947,2997,
Electricity Transmission Costs,RFCE,,,2024,13.057,2998,
Electricity Transmission Costs,RFCE,,,2025,13.159,2999,
Electricity Transmission Costs,RFCE,,,2026,13.25,3000,
Electricity Transmission Costs,RFCE,,,2027,13.345,3001,
Electricity Transmission Costs,RFCE,,,2028,13.448,3002,
Electricity Transmission Costs,RFCE,,,2029,13.525,3003,
Electricity Transmission Costs,RFCE,,,2030,13.587,3004,
Electricity Transmission Costs,RFCE,,,2031,13.673,3005,
Electricity Transmission Costs,RFCE,,,2032,13.787,3006,
Electricity Transmission Costs,RFCE,,,2033,13.901,3007,
Electricity Transmission Costs,RFCE,,,2034,14.063,3008,
Electricity Transmission Costs,RFCE,,,2035,14.25,3009,
Electricity Transmission Costs,RFCE,,,2036,14.401,3010,
Electricity Transmission Costs,RFCE,,,2037,14.523,3011,
Electricity Transmission Costs,RFCE,,,2038,14.634,3012,
Electricity Transmission Costs,RFCE,,,2039,14.747,3013,
Electricity Transmission Costs,RFCE,,,2040,14.903,3014,
Electricity Transmission Costs,RFCE,,,2041,15.05,3015,
Electricity Transmission Costs,RFCE,,,2042,15.152,3016,
Electricity Transmission Costs,RFCE,,,2043,15.124,3017,
Electricity Transmission Costs,RFCE,,,2044,15.081,3018,
Electricity Transmission Costs,RFCE,,,2045,15.085,3019,
Electricity Transmission Costs,RFCE,,,2046,15.065,3020,
Electricity Transmission Costs,RFCE,,,2047,15.02,3021,
Electricity Transmission Costs,RFCE,,,2048,15.001,3022,
Electricity Transmission Costs,RFCE,,,2049,15.0,3023,
Electricity Transmission Costs,RFCE,,,2050,15.025,3024,
Electricity Transmission Costs,SRVC,,,2015,6.966,3025,
Electricity Transmission Costs,SRVC,,,2016,7.185,3026,
Electricity Transmission Costs,SRVC,,,2017,7.643,3027,
Electricity Transmission Costs,SRVC,,,2018,7.999,3028,
Electricity Transmission Costs,SRVC,,,2019,8.3,3029,
Electricity Transmission Costs,SRVC,,,2020,8.614,3030,
Electricity Transmission Costs,SRVC,,,2021,8.841,3031,
Electricity Transmission Costs,SRVC,,,2022,9.025,3032,
Electricity Transmission Costs,SRVC,,,2023,9.196,3033,
Electricity Transmission Costs,SRVC,,,2024,9.362,3034,
Electricity Transmission Costs,SRVC,,,2025,9.516,3035,
Electricity Transmission Costs,SRVC,,,2026,9.653,3036,
Electricity Transmission Costs,SRVC,,,2027,9.779,3037,
Electricity Transmission Costs,SRVC,,,2028,9.915,3038,
Electricity Transmission Costs,SRVC,,,2029,10.094,3039,
Electricity Transmission Costs,SRVC,,,2030,10.255,3040,
Electricity Transmission Costs,SRVC,,,2031,10.389,3041,
Electricity Transmission Costs,SRVC,,,2032,10.541,3042,
Electricity Transmission Costs,SRVC,,,2033,10.715,3043,
Electricity Transmission Costs,SRVC,,,2034,10.867,3044,
Electricity Transmission Costs,SRVC,,,2035,11.009,3045,
Electricity Transmission Costs,SRVC,,,2036,11.142,3046,
Electricity Transmission Costs,SRVC,,,2037,11.246,3047,
Electricity Transmission Costs,SRVC,,,2038,11.338,3048,
Electricity Transmission Costs,SRVC,,,2039,11.451,3049,
Electricity Transmission Costs,SRVC,,,2040,11.604,3050,
Electricity Transmission Costs,SRVC,,,2041,11.757,3051,
Electricity Transmission Costs,SRVC,,,2042,11.844,3052,
Electricity Transmission Costs,SRVC,,,2043,11.892,3053,
Electricity Transmission Costs,SRVC,,,2044,11.92,3054,
Electricity Transmission Costs,SRVC,,,2045,11.917,3055,
Electricity Transmission Costs,SRVC,,,2046,11.889,3056,
Electricity Transmission Costs,SRVC,,,2047,11.865,3057,
Electricity Transmission Costs,SRVC,,,2048,11.864,3058,
Electricity Transmission Costs,SRVC,,,2049,11.881,3059,
Electricity Transmission Costs,SRVC,,,2050,11.89,3060,
Electricity Transmission Costs,FRCC,,,2015,6.712,3061,
Electricity Transmission Costs,FRCC,,,2016,6.849,3062,
Electricity Transmission Costs,FRCC,,,2017,7.336,3063,
Electricity Transmission Costs,FRCC,,,2018,7.786,3064,
Electricity Transmission Costs,FRCC,,,2019,8.071,3065,
Electricity Transmission Costs,FRCC,,,2020,8.363,3066,
Electricity Transmission Costs,FRCC,,,2021,8.693,3067,
Electricity Transmission Costs,FRCC,,,2022,9.117,3068,
Electricity Transmission Costs,FRCC,,,2023,9.362,3069,
Electricity Transmission Costs,FRCC,,,2024,9.446,3070,
Electricity Transmission Costs,FRCC,,,2025,9.527,3071,
Electricity Transmission Costs,FRCC,,,2026,9.597,3072,
Electricity Transmission Costs,FRCC,,,2027,9.658,3073,
Electricity Transmission Costs,FRCC,,,2028,9.705,3074,
Electricity Transmission Costs,FRCC,,,2029,9.739,3075,
Electricity Transmission Costs,FRCC,,,2030,9.779,3076,
Electricity Transmission Costs,FRCC,,,2031,9.826,3077,
Electricity Transmission Costs,FRCC,,,2032,9.88,3078,
Electricity Transmission Costs,FRCC,,,2033,9.956,3079,
Electricity Transmission Costs,FRCC,,,2034,10.043,3080,
Electricity Transmission Costs,FRCC,,,2035,10.166,3081,
Electricity Transmission Costs,FRCC,,,2036,10.333,3082,
Electricity Transmission Costs,FRCC,,,2037,10.507,3083,
Electricity Transmission Costs,FRCC,,,2038,10.656,3084,
Electricity Transmission Costs,FRCC,,,2039,10.792,3085,
Electricity Transmission Costs,FRCC,,,2040,10.932,3086,
Electricity Transmission Costs,FRCC,,,2041,11.064,3087,
Electricity Transmission Costs,FRCC,,,2042,11.048,3088,
Electricity Transmission Costs,FRCC,,,2043,11.055,3089,
Electricity Transmission Costs,FRCC,,,2044,11.086,3090,
Electricity Transmission Costs,FRCC,,,2045,11.088,3091,
Electricity Transmission Costs,FRCC,,,2046,11.06,3092,
Electricity Transmission Costs,FRCC,,,2047,11.037,3093,
Electricity Transmission Costs,FRCC,,,2048,11.027,3094,
Electricity Transmission Costs,FRCC,,,2049,11.039,3095,
Electricity Transmission Costs,FRCC,,,2050,11.05,3096,
Electricity Transmission Costs,HIMS,,,2015,11.215,3097,
Electricity Transmission Costs,HIMS,,,2016,11.429,3098,
Electricity Transmission Costs,HIMS,,,2017,11.657,3099,
Electricity Transmission Costs,HIMS,,,2018,11.915,3100,
Electricity Transmission Costs,HIMS,,,2019,12.072,3101,
Electricity Transmission Costs,HIMS,,,2020,12.294,3102,
Electricity Transmission Costs,HIMS,,,2021,12.478,3103,
Electricity Transmission Costs,HIMS,,,2022,12.608,3104,
Electricity Transmission Costs,HIMS,,,2023,12.706,3105,
Electricity Transmission Costs,HIMS,,,2024,12.772,3106,
Electricity Transmission Costs,HIMS,,,2025,12.83,3107,
Electricity Transmission Costs,HIMS,,,2026,12.89,3108,
Electricity Transmission Costs,HIMS,,,2027,12.955,3109,
Electricity Transmission Costs,HIMS,,,2028,13.026,3110,
Electricity Transmission Costs,HIMS,,,2029,13.08,3111,
Electricity Transmission Costs,HIMS,,,2030,13.13,3112,
Electricity Transmission Costs,HIMS,,,2031,13.197,3113,
Electricity Transmission Costs,HIMS,,,2032,13.273,3114,
Electricity Transmission Costs,HIMS,,,2033,13.351,3115,
Electricity Transmission Costs,HIMS,,,2034,13.431,3116,
Electricity Transmission Costs,HIMS,,,2035,13.517,3117,
Electricity Transmission Costs,HIMS,,,2036,13.607,3118,
Electricity Transmission Costs,HIMS,,,2037,13.692,3119,
Electricity Transmission Costs,HIMS,,,2038,13.781,3120,
Electricity Transmission Costs,HIMS,,,2039,13.864,3121,
Electricity Transmission Costs,HIMS,,,2040,13.958,3122,
Electricity Transmission Costs,HIMS,,,2041,14.065,3123,
Electricity Transmission Costs,HIMS,,,2042,14.113,3124,
Electricity Transmission Costs,HIMS,,,2043,14.112,3125,
Electricity Transmission Costs,HIMS,,,2044,14.12,3126,
Electricity Transmission Costs,HIMS,,,2045,14.13,3127,
Electricity Transmission Costs,HIMS,,,2046,14.135,3128,
Electricity Transmission Costs,HIMS,,,2047,14.135,3129,
Electricity Transmission Costs,HIMS,,,2048,14.162,3130,
Electricity Transmission Costs,HIMS,,,2049,14.195,3131,
Electricity Transmission Costs,HIMS,,,2050,14.214,3132,
Electricity Transmission Costs,HIOA,,,2015,11.215,3133,
Electricity Transmission Costs,HIOA,,,2016,11.429,3134,
Electricity Transmission Costs,HIOA,,,2017,11.657,3135,
Electricity Transmission Costs,HIOA,,,2018,11.915,3136,
Electricity Transmission Costs,HIOA,,,2019,12.072,3137,
Electricity Transmission Costs,HIOA,,,2020,12.294,3138,
Electricity Transmission Costs,HIOA,,,2021,12.478,3139,
Electricity Transmission Costs,HIOA,,,2022,12.608,3140,
Electricity Transmission Costs,HIOA,,,2023,12.706,3141,
Electricity Transmission Costs,HIOA,,,2024,12.772,3142,
Electricity Transmission Costs,HIOA,,,2025,12.83,3143,
Electricity Transmission Costs,HIOA,,,2026,12.89,3144,
Electricity Transmission Costs,HIOA,,,2027,12.955,3145,
Electricity Transmission Costs,HIOA,,,2028,13.026,3146,
Electricity Transmission Costs,HIOA,,,2029,13.08,3147,
Electricity Transmission Costs,HIOA,,,2030,13.13,3148,
Electricity Transmission Costs,HIOA,,,2031,13.197,3149,
Electricity Transmission Costs,HIOA,,,2032,13.273,3150,
Electricity Transmission Costs,HIOA,,,2033,13.351,3151,
Electricity Transmission Costs,HIOA,,,2034,13.431,3152,
Electricity Transmission Costs,HIOA,,,2035,13.517,3153,
Electricity Transmission Costs,HIOA,,,2036,13.607,3154,
Electricity Transmission Costs,HIOA,,,2037,13.692,3155,
Electricity Transmission Costs,HIOA,,,2038,13.781,3156,
Electricity Transmission Costs,HIOA,,,2039,13.864,3157,
Electricity Transmission Costs,HIOA,,,2040,13.958,3158,
Electricity Transmission Costs,HIOA,,,2041,14.065,3159,
Electricity Transmission Costs,HIOA,,,2042,14.113,3160,
Electricity Transmission Costs,HIOA,,,2043,14.112,3161,
Electricity Transmission Costs,HIOA,,,2044,14.12,3162,
Electricity Transmission Costs,HIOA,,,2045,14.13,3163,
Electricity Transmission Costs,HIOA,,,2046,14.135,3164,
Electricity Transmission Costs,HIOA,,,2047,14.135,3165,
Electricity Transmission Costs,HIOA,,,2048,14.162,3166,
Electricity Transmission Costs,HIOA,,,2049,14.195,3167,
Electricity Transmission Costs,HIOA,,,2050,14.214,3168,
Electricity Transmission Costs,MROE,,,2015,28.672,3169,
Electricity Transmission Costs,MROE,,,2016,29.431,3170,
Electricity Transmission Costs,MROE,,,2017,30.267,3171,
Electricity Transmission Costs,MROE,,,2018,31.138,3172,
Electricity Transmission Costs,MROE,,,2019,31.723,3173,
Electricity Transmission Costs,MROE,,,2020,32.467,3174,
Electricity Transmission Costs,MROE,,,2021,32.981,3175,
Electricity Transmission Costs,MROE,,,2022,33.346,3176,
Electricity Transmission Costs,MROE,,,2023,33.636,3177,
Electricity Transmission Costs,MROE,,,2024,33.956,3178,
Electricity Transmission Costs,MROE,,,2025,34.303,3179,
Electricity Transmission Costs,MROE,,,2026,34.611,3180,
Electricity Transmission Costs,MROE,,,2027,34.899,3181,
Electricity Transmission Costs,MROE,,,2028,35.207,3182,
Electricity Transmission Costs,MROE,,,2029,35.432,3183,
Electricity Transmission Costs,MROE,,,2030,35.597,3184,
Electricity Transmission Costs,MROE,,,2031,35.783,3185,
Electricity Transmission Costs,MROE,,,2032,36.024,3186,
Electricity Transmission Costs,MROE,,,2033,36.308,3187,
Electricity Transmission Costs,MROE,,,2034,36.678,3188,
Electricity Transmission Costs,MROE,,,2035,37.001,3189,
Electricity Transmission Costs,MROE,,,2036,37.37,3190,
Electricity Transmission Costs,MROE,,,2037,37.705,3191,
Electricity Transmission Costs,MROE,,,2038,38.214,3192,
Electricity Transmission Costs,MROE,,,2039,38.433,3193,
Electricity Transmission Costs,MROE,,,2040,38.683,3194,
Electricity Transmission Costs,MROE,,,2041,38.939,3195,
Electricity Transmission Costs,MROE,,,2042,39.102,3196,
Electricity Transmission Costs,MROE,,,2043,39.055,3197,
Electricity Transmission Costs,MROE,,,2044,39.01,3198,
Electricity Transmission Costs,MROE,,,2045,38.993,3199,
Electricity Transmission Costs,MROE,,,2046,38.96,3200,
Electricity Transmission Costs,MROE,,,2047,38.921,3201,
Electricity Transmission Costs,MROE,,,2048,38.93,3202,
Electricity Transmission Costs,MROE,,,2049,38.947,3203,
Electricity Transmission Costs,MROE,,,2050,38.93,3204,
Electricity Transmission Costs,MROW,,,2015,11.677,3205,
Electricity Transmission Costs,MROW,,,2016,12.091,3206,
Electricity Transmission Costs,MROW,,,2017,12.179,3207,
Electricity Transmission Costs,MROW,,,2018,12.375,3208,
Electricity Transmission Costs,MROW,,,2019,12.421,3209,
Electricity Transmission Costs,MROW,,,2020,12.632,3210,
Electricity Transmission Costs,MROW,,,2021,12.907,3211,
Electricity Transmission Costs,MROW,,,2022,13.161,3212,
Electricity Transmission Costs,MROW,,,2023,13.332,3213,
Electricity Transmission Costs,MROW,,,2024,13.384,3214,
Electricity Transmission Costs,MROW,,,2025,13.411,3215,
Electricity Transmission Costs,MROW,,,2026,13.437,3216,
Electricity Transmission Costs,MROW,,,2027,13.467,3217,
